customer_id,order_id,customer_segment,location_type,product_category,payment_method,payment_status,shipping_method,actual_delivery_days,delivery_status,customer_review_score,product_returned,fraud_flag,total_order_value_usd
CUST-50EDE116,ORD-48785642,Premium,Rural,Home,Digital Wallet,Success,Express,1.6,On Time,5,No,No,1481.06
CUST-A137E05B,ORD-487B02E8,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,4.0,On Time,5,No,No,116.85
CUST-74DC3DA3,ORD-487B922B,Premium,Urban,Toys,Credit Card,Success,Express,3.7,Late,5,Yes,No,244.82
CUST-88C7D6D6,ORD-487FD9B6,VIP,Urban,Toys,Digital Wallet,Success,Express,5.7,Late,4,No,No,278.68
CUST-210A1E60,ORD-48861240,Standard,Rural,Clothing,Credit Card,Success,Standard,7.0,Late,4,Yes,No,278.63
CUST-612DFB5E,ORD-4888266C,Standard,Rural,Clothing,Credit Card,Success,Standard,10.6,Late,3,Yes,No,276.13
CUST-807FE912,ORD-488AD902,Premium,Suburban,Groceries,Digital Wallet,Success,Standard,6.3,Late,5,No,No,104.72
CUST-9ECF7E0F,ORD-488D15F8,Standard,Suburban,Toys,Credit Card,Success,Standard,4.2,On Time,5,No,No,210.57
CUST-D55986A0,ORD-488D3948,Standard,Suburban,Home,Credit Card,Success,Standard,4.5,On Time,4,No,No,396.96
CUST-441ACD89,ORD-488D3A4D,Premium,Urban,Home,Digital Wallet,Success,Express,4.9,Late,4,No,No,232.59
CUST-954ECD7B,ORD-488E6CCB,Standard,Urban,Electronics,Credit Card,Success,Standard,2.4,On Time,5,No,No,948.69
CUST-8B03AA87,ORD-48922ADF,Premium,Rural,Groceries,Digital Wallet,Success,Express,8.6,Late,2,No,No,6.27
CUST-9340C799,ORD-48926CFF,Standard,Urban,Home,Credit Card,Success,Standard,3.8,On Time,5,No,No,403.62
CUST-A565A811,ORD-4892966F,VIP,Suburban,Home,Credit Card,Success,Express,2.8,On Time,4,Yes,No,1092.38
CUST-1C1E153A,ORD-48942AEA,VIP,Rural,Groceries,Digital Wallet,Success,Express,5.0,Late,3,No,No,32.01
CUST-6B67F831,ORD-4894DC9F,Premium,Urban,Home,Credit Card,Success,Standard,4.4,On Time,5,No,No,145.6
CUST-50B3364D,ORD-48955EA2,Standard,Urban,Electronics,Digital Wallet,Success,Standard,4.5,On Time,4,No,No,66.09
CUST-AF1BAB89,ORD-489560DC,Standard,Urban,Clothing,Digital Wallet,Success,Standard,4.1,On Time,5,No,No,160.6
CUST-6FA24E73,ORD-4895676A,Standard,Suburban,Groceries,Credit Card,Success,Standard,2.2,On Time,4,No,No,36.17
CUST-5DD9BBC8,ORD-489916DA,Standard,Urban,Toys,Credit Card,Success,Standard,3.1,On Time,5,Yes,No,34.2
CUST-B964556B,ORD-489A8487,Standard,Rural,Electronics,Credit Card,Success,Standard,6.1,Late,4,Yes,No,464.26
CUST-BFEEB31A,ORD-489C2977,Premium,Urban,Clothing,Credit Card,Success,Express,1.4,On Time,5,No,No,323.68
CUST-35ECCAFF,ORD-489D713C,Standard,Urban,Home,Digital Wallet,Success,Standard,3.5,On Time,5,Yes,No,1388.34
CUST-FDE3B09E,ORD-489E71D5,Standard,Urban,Clothing,Digital Wallet,Success,Standard,6.5,Late,4,No,No,496.66
CUST-8D2F38B0,ORD-48A1477E,Premium,Urban,Home,Digital Wallet,Success,Standard,6.6,Late,3,No,No,75.39
CUST-335B695A,ORD-48A15CA5,VIP,Rural,Home,Credit Card,Success,Express,5.3,Late,3,No,No,368.74
CUST-A68760E8,ORD-48A4081E,Premium,Suburban,Toys,Credit Card,Success,Express,3.4,On Time,5,No,No,153.19
CUST-24743651,ORD-48A75E90,Premium,Urban,Clothing,Credit Card,Success,Standard,3.8,On Time,5,Yes,No,146.24
CUST-4CD80456,ORD-48A7ABF3,Premium,Suburban,Home,Credit Card,Success,Standard,4.3,On Time,5,No,No,1020.24
CUST-A133D3B3,ORD-48A82844,Premium,Urban,Home,Credit Card,Success,Standard,4.8,Late,4,No,No,320.44
CUST-F241F9F2,ORD-48A91703,Premium,Rural,Groceries,Digital Wallet,Success,Express,2.5,On Time,4,No,No,433.66
CUST-83320472,ORD-48AA1C4C,Premium,Suburban,Home,Credit Card,Success,Express,1.7,On Time,5,No,No,106.44
CUST-9EE5DF0B,ORD-48ACF221,Premium,Urban,Electronics,Credit Card,Success,Express,2.0,On Time,5,No,No,1379.67
CUST-9BA59DA0,ORD-48AD93F5,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,8.1,On Time,4,No,No,1950.65
CUST-81ACA265,ORD-48B00044,Standard,Suburban,Clothing,Credit Card,Success,Standard,2.8,On Time,5,No,No,731.12
CUST-9004F919,ORD-48B17313,Premium,Urban,Clothing,Digital Wallet,Success,Standard,4.1,On Time,4,Yes,No,297.93
CUST-0FDEBAA3,ORD-48B32F2E,Standard,Rural,Clothing,Credit Card,Success,Standard,4.8,Late,4,Yes,No,145.81
CUST-741BACA1,ORD-48B4B8ED,Standard,Suburban,Home,Digital Wallet,Success,Standard,2.1,On Time,4,No,No,193.36
CUST-2E6BF71F,ORD-48B7A258,Standard,Urban,Electronics,Digital Wallet,Success,Standard,3.8,On Time,4,No,No,854.19
CUST-C4BC5181,ORD-48BB244B,Standard,Urban,Home,Bank Transfer,Success,Standard,5.0,Late,3,No,No,292.63
CUST-D7D3359B,ORD-48BD502E,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,1.0,On Time,5,Yes,No,376.65
CUST-C51F2BDB,ORD-48C0A41B,Premium,Suburban,Home,Credit Card,Failed,Express,3.0,Cancelled,4,No,No,221.85
CUST-47E8E990,ORD-48C3EDBC,Premium,Rural,Toys,Credit Card,Success,Standard,4.3,On Time,4,No,No,95.58
CUST-14748424,ORD-48C5A75A,Standard,Urban,Toys,Credit Card,Success,Standard,4.3,On Time,5,No,No,66.37
CUST-A7C09236,ORD-48C5B971,Standard,Urban,Clothing,Credit Card,Success,Standard,7.4,Late,3,No,No,389.66
CUST-7339018C,ORD-48CC37A7,Premium,Urban,Groceries,Bank Transfer,Success,Standard,3.0,On Time,5,No,No,28.24
CUST-FBE27029,ORD-48CCACE6,VIP,Urban,Clothing,Bank Transfer,Success,Express,1.0,On Time,5,No,No,222.62
CUST-8CCC8CD3,ORD-48D35070,Standard,Urban,Home,Digital Wallet,Success,Standard,3.0,On Time,5,No,No,507.4
CUST-A06270D2,ORD-48D3B7E0,Standard,Urban,Toys,Credit Card,Success,Standard,8.9,Late,2,Yes,No,69.02
CUST-97E71FC8,ORD-48D99D15,Standard,Rural,Groceries,Digital Wallet,Failed,Standard,10.7,Cancelled,2,No,No,92.48
CUST-33456E6E,ORD-48DC56C9,Standard,Urban,Clothing,Credit Card,Success,Standard,2.6,On Time,5,No,No,120.47
CUST-65A9A812,ORD-48DCCAAB,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,3.5,On Time,5,No,No,389.64
CUST-314B7F1E,ORD-48DDB0FD,Standard,Urban,Electronics,Digital Wallet,Success,Standard,4.3,On Time,4,Yes,No,632.9
CUST-78BE6C09,ORD-48DDC8F2,Premium,Urban,Home,Digital Wallet,Success,Standard,2.8,On Time,5,No,No,715.21
CUST-D1540F05,ORD-48E30AD9,Premium,Suburban,Clothing,Credit Card,Success,Express,2.2,On Time,5,Yes,No,333.66
CUST-518C9766,ORD-48E44FA3,Premium,Suburban,Groceries,Credit Card,Success,Standard,4.9,Late,3,No,No,59.18
CUST-BE96629D,ORD-48E9B402,Standard,Suburban,Clothing,Credit Card,Success,Standard,2.9,On Time,5,No,No,105.3
CUST-6625EEF3,ORD-48EB50CD,Standard,Suburban,Home,Digital Wallet,Success,Standard,1.9,On Time,5,No,No,748.93
CUST-F70F5B39,ORD-48F00C3B,Standard,Urban,Electronics,Credit Card,Success,Standard,2.4,On Time,5,No,No,789.2
CUST-ADE11C83,ORD-48F0216E,Standard,Urban,Electronics,Digital Wallet,Success,Standard,2.8,On Time,4,No,No,1658.72
CUST-6880EB7E,ORD-48F2C44F,Standard,Rural,Groceries,Credit Card,Success,Standard,5.0,On Time,5,No,No,33.3
CUST-51622137,ORD-48F3CC00,Standard,Urban,Toys,Credit Card,Success,Standard,3.6,On Time,4,No,No,87.34
CUST-58A50F24,ORD-48F4B2F4,Standard,Suburban,Clothing,Credit Card,Success,Standard,4.2,On Time,4,Yes,No,89.12
CUST-DC3D58E6,ORD-48F63E26,Standard,Suburban,Electronics,Credit Card,Success,Standard,3.7,On Time,5,No,No,617.1
CUST-31E0A07E,ORD-48F9CE4B,Standard,Rural,Groceries,Credit Card,Success,Standard,6.3,Late,4,No,No,96.14
CUST-A687761B,ORD-48FABF59,VIP,Suburban,Groceries,Digital Wallet,Success,Express,1.9,On Time,5,No,No,321.04
CUST-29B59C5C,ORD-4902718A,Standard,Rural,Clothing,Credit Card,Success,Standard,6.6,Late,4,No,No,114.53
CUST-19C654CF,ORD-49072A09,Standard,Rural,Home,Credit Card,Success,Standard,8.8,Late,2,No,No,477.33
CUST-FB8F78A4,ORD-49094505,Standard,Urban,Clothing,Credit Card,Success,Standard,5.1,Late,3,Yes,No,208.92
CUST-6E44426A,ORD-490F6746,Standard,Suburban,Electronics,Credit Card,Success,Standard,2.9,On Time,5,No,No,1018.45
CUST-043C3143,ORD-49107E78,Premium,Urban,Clothing,Digital Wallet,Success,Express,-6.0,On Time,5,No,No,143.33
CUST-435BC923,ORD-4914BD1F,Standard,Urban,Clothing,Digital Wallet,Success,Standard,2.3,On Time,5,No,No,52.81
CUST-F7CA26CE,ORD-4915ACCE,Standard,Urban,Groceries,Bank Transfer,Success,Standard,3.6,On Time,5,Yes,No,192.49
CUST-09039576,ORD-49187344,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.1,On Time,5,Yes,No,325.52
CUST-577F57C5,ORD-4918A765,Standard,Urban,Groceries,Digital Wallet,Success,Standard,3.3,On Time,5,No,No,100.29
CUST-61D1959B,ORD-49206237,Standard,Suburban,Home,Digital Wallet,Success,Standard,6.0,Late,4,No,No,123.21
CUST-69CC08AD,ORD-4925DEDC,Standard,Urban,Clothing,Credit Card,Success,Standard,2.5,On Time,5,Yes,No,557.7
CUST-ADD53D71,ORD-4929BCC2,VIP,Rural,Clothing,Credit Card,Success,Express,4.7,Late,5,No,No,29.54
CUST-96CDDD44,ORD-492BC8F5,Standard,Suburban,Home,Digital Wallet,Success,Standard,10.4,Late,3,Yes,No,290.32
CUST-B666C03C,ORD-493040BB,Standard,Urban,Electronics,Credit Card,Success,Standard,5.0,Late,4,No,Yes,3193.0
CUST-8DB169A5,ORD-4935E33B,VIP,Rural,Clothing,Credit Card,Success,Express,5.1,Late,4,No,No,44.27
CUST-12BF8DAF,ORD-4936A8DC,VIP,Urban,Electronics,Digital Wallet,Success,Express,1.2,On Time,5,No,No,2603.39
CUST-F54E8659,ORD-49379AF9,Standard,Suburban,Clothing,Credit Card,Success,Standard,4.6,On Time,4,No,No,71.11
CUST-4EC3EA14,ORD-493A7BF4,Premium,Urban,Clothing,Credit Card,Success,Express,1.0,On Time,4,No,No,62.9
CUST-28CE5D35,ORD-493EDACE,Premium,Suburban,Groceries,Credit Card,Success,Standard,6.0,Late,4,No,No,15.03
CUST-F73941B4,ORD-493F5966,Premium,Suburban,Toys,Credit Card,Success,Standard,2.7,On Time,5,No,No,86.89
CUST-35A4F841,ORD-49409E31,Standard,Urban,Home,Credit Card,Success,Standard,4.1,On Time,5,No,No,986.81
CUST-2E2509FA,ORD-4943FF32,Standard,Rural,Clothing,Credit Card,Success,Standard,7.6,Late,3,Yes,No,122.3
CUST-2C1C5ED2,ORD-494A39E9,Standard,Rural,Toys,Credit Card,Success,Standard,6.8,Late,3,No,No,36.74
CUST-89E68F2D,ORD-494B3D50,Standard,Urban,Toys,Digital Wallet,Success,Standard,7.1,Late,3,No,No,82.65
CUST-665ACC74,ORD-494F12E6,Standard,Urban,Groceries,Credit Card,Success,Standard,2.5,On Time,5,No,No,159.29
CUST-D5EBA869,ORD-4951183B,Premium,Suburban,Home,Digital Wallet,Success,Standard,3.1,On Time,4,No,No,1183.38
CUST-6969F7A9,ORD-495888FE,Standard,Urban,Home,Digital Wallet,Success,Standard,6.0,Late,4,No,No,428.23
CUST-5EE3E8D6,ORD-495B3416,Standard,Rural,Toys,Credit Card,Success,Standard,6.2,Late,4,Yes,No,39.13
CUST-9567D67A,ORD-495E3688,Standard,Urban,Groceries,Credit Card,Success,Standard,7.2,On Time,5,No,No,289.08
CUST-982B8379,ORD-495ECD8E,Premium,Urban,Clothing,Digital Wallet,Success,Express,4.0,Late,4,No,No,166.18
CUST-816F668D,ORD-4960C047,Standard,Suburban,Toys,Digital Wallet,Success,Standard,2.1,On Time,5,No,No,88.98
CUST-47C4F641,ORD-49636875,Standard,Suburban,Clothing,Credit Card,Success,Standard,3.5,On Time,4,No,No,178.85
CUST-8BA1750F,ORD-49636CEA,Standard,Urban,Electronics,Bank Transfer,Success,Standard,2.6,On Time,5,No,No,1865.76
CUST-E4DA4660,ORD-496C1243,Premium,Suburban,Clothing,Digital Wallet,Success,Express,3.9,Late,5,No,No,106.73
CUST-2990C89E,ORD-49766A4C,Standard,Rural,Groceries,Credit Card,Success,Standard,4.5,On Time,5,No,No,347.86
CUST-F958411A,ORD-497BEE5F,Standard,Suburban,Clothing,Credit Card,Success,Standard,4.4,On Time,4,No,No,636.44
CUST-2638867F,ORD-497D0E0C,Standard,Rural,Electronics,Digital Wallet,Success,Standard,6.2,Late,4,No,No,1668.35
CUST-0F9077CB,ORD-497EF6A9,Standard,Suburban,Home,Credit Card,Success,Standard,3.6,On Time,5,No,No,264.92
CUST-7EF51E99,ORD-4982B6FA,VIP,Urban,Toys,Bank Transfer,Success,Express,4.1,Late,4,No,No,381.86
CUST-3EDC617D,ORD-49844B09,Standard,Urban,Home,Credit Card,Success,Standard,1.1,On Time,4,No,No,486.44
CUST-E5E873B6,ORD-49859A98,VIP,Urban,Toys,Digital Wallet,Success,Express,1.6,On Time,5,No,No,66.7
CUST-C6DA3CBA,ORD-4986930F,Standard,Urban,Toys,Bank Transfer,Success,Standard,4.3,On Time,4,No,No,316.81
CUST-A7E13A34,ORD-4986B279,Premium,Urban,Groceries,Credit Card,Success,Standard,2.0,On Time,5,Yes,No,163.03
CUST-A54C829D,ORD-4987D859,Standard,Rural,Electronics,Credit Card,Success,Standard,5.2,Late,4,Yes,No,3894.16
CUST-76BF7445,ORD-498A238C,Standard,Rural,Electronics,Credit Card,Success,Standard,5.7,Late,4,No,No,2693.49
CUST-38A41D4C,ORD-498C9656,Premium,Rural,Toys,Bank Transfer,Success,Express,5.4,Late,3,Yes,No,75.48
CUST-DC1591F2,ORD-49996212,Standard,Urban,Toys,Credit Card,Success,Standard,7.0,Late,4,Yes,No,169.23
CUST-C1B92044,ORD-49A30206,Standard,Urban,Toys,Digital Wallet,Success,Standard,4.7,On Time,5,No,No,65.28
CUST-979B9C8E,ORD-49A3BD58,Standard,Suburban,Groceries,Digital Wallet,Success,Standard,3.4,On Time,5,No,No,37.71
CUST-F3F0FA44,ORD-49A5D295,Premium,Urban,Toys,Digital Wallet,Success,Standard,5.9,Late,4,No,No,114.59
CUST-C4BC830E,ORD-49A60FCC,Standard,Urban,Electronics,Digital Wallet,Success,Standard,3.7,On Time,5,No,No,2497.09
CUST-7FAE17E9,ORD-49A71099,Premium,Urban,Clothing,Credit Card,Success,Express,2.3,On Time,5,No,No,215.85
CUST-8369183A,ORD-49A76FAD,Standard,Urban,Electronics,Bank Transfer,Success,Standard,3.3,On Time,4,No,No,385.99
CUST-A0E21F62,ORD-49AB4A28,VIP,Urban,Toys,Digital Wallet,Success,Express,1.0,On Time,5,No,No,307.46
CUST-31974517,ORD-49ABEC6D,Standard,Urban,Clothing,Credit Card,Success,Standard,2.3,On Time,4,No,No,63.21
CUST-4CA0CBD4,ORD-49AE660D,Premium,Suburban,Electronics,Credit Card,Success,Standard,3.0,On Time,5,No,No,2134.03
CUST-AA94DCE3,ORD-49B0B425,Standard,Urban,Toys,Digital Wallet,Success,Standard,4.0,On Time,4,No,No,263.59
CUST-88AE821B,ORD-49B12A18,Standard,Urban,Home,Credit Card,Success,Standard,4.5,Late,4,No,No,1419.53
CUST-EAC1DB57,ORD-49B31000,Standard,Urban,Groceries,Digital Wallet,Success,Standard,3.4,On Time,5,No,No,129.06
CUST-06980B86,ORD-49B31B33,Standard,Rural,Toys,Digital Wallet,Success,Standard,4.0,On Time,4,No,No,16.68
CUST-078C49F6,ORD-49B615F0,Standard,Urban,Electronics,Digital Wallet,Success,Standard,3.4,On Time,5,No,No,288.75
CUST-BE456C81,ORD-49B62F85,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.8,On Time,5,Yes,No,571.23
CUST-D99D4B85,ORD-49B67EB0,Standard,Urban,Groceries,Digital Wallet,Success,Standard,5.6,Late,3,No,No,336.85
CUST-97D64643,ORD-49B6B927,Standard,Urban,Clothing,Credit Card,Success,Standard,3.4,On Time,5,No,No,296.53
CUST-8E729B9D,ORD-49B6C2A9,Standard,Urban,Clothing,Credit Card,Success,Standard,5.1,On Time,5,No,No,185.54
CUST-085D73E5,ORD-49B88704,VIP,Rural,Toys,Bank Transfer,Success,Express,4.4,Late,4,Yes,No,74.94
CUST-38B84336,ORD-49BA327B,Premium,Suburban,Home,Credit Card,Success,Express,2.2,On Time,5,No,No,786.79
CUST-131B6B12,ORD-49BB31E1,Premium,Rural,Clothing,Credit Card,Success,Express,4.7,Late,4,No,No,241.46
CUST-9C1F5FD2,ORD-49BB5784,Standard,Urban,Home,Digital Wallet,Success,Standard,2.7,On Time,5,No,No,491.62
CUST-D2655C93,ORD-49BCDCCC,Standard,Urban,Clothing,Digital Wallet,Success,Standard,2.0,On Time,5,No,Yes,293.25
CUST-27A06459,ORD-49CBF0AD,Premium,Suburban,Toys,Credit Card,Success,Standard,-12.0,Late,4,No,No,46.12
CUST-D72A0249,ORD-49CF10B7,Standard,Urban,Home,Credit Card,Success,Standard,6.3,Late,3,No,No,649.18
CUST-DED76FBF,ORD-49CFA777,Standard,Urban,Electronics,Digital Wallet,Success,Standard,3.4,On Time,4,Yes,No,864.84
CUST-3E295B93,ORD-49D19868,Standard,Urban,Toys,Digital Wallet,Success,Standard,3.2,On Time,4,No,No,90.65
CUST-6D21B4AF,ORD-49D2365A,Standard,Urban,Clothing,Digital Wallet,Success,Standard,5.7,Late,5,Yes,No,303.16
CUST-1AD110E2,ORD-49D49339,Premium,Urban,Home,Credit Card,Success,Standard,3.9,On Time,5,No,No,556.46
CUST-5C7F2154,ORD-49DD432B,Standard,Rural,Groceries,Digital Wallet,Success,Standard,4.1,On Time,5,No,No,97.25
CUST-570A9CB6,ORD-49DED615,Premium,Suburban,Electronics,Credit Card,Success,Express,4.9,Late,4,No,No,1389.43
CUST-66259A4B,ORD-49DFA28F,Standard,Urban,Clothing,Credit Card,Success,Standard,5.0,Late,4,No,No,27.55
CUST-F9CEE53D,ORD-49DFCBD6,VIP,Suburban,Clothing,Credit Card,Success,Express,3.0,On Time,5,No,No,126.31
CUST-645425FC,ORD-49E31541,Standard,Urban,Home,Credit Card,Success,Standard,5.0,Late,4,Yes,No,219.43
CUST-827894A0,ORD-49E7CBFA,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,4.1,On Time,5,No,No,133.01
CUST-00E37228,ORD-49E9472D,Premium,Suburban,Clothing,Bank Transfer,Success,Standard,1.8,On Time,5,Yes,No,639.37
CUST-E6D5BAF9,ORD-49EC5952,VIP,Rural,Electronics,Credit Card,Success,Express,2.8,On Time,5,No,No,1749.84
CUST-327ED428,ORD-49EF5210,Standard,Urban,Electronics,Digital Wallet,Success,Standard,1.9,On Time,4,No,No,1375.86
CUST-44722B0B,ORD-49F1B838,Standard,Suburban,Electronics,Credit Card,Success,Standard,10.0,Late,2,No,No,1014.96
CUST-340CF6C5,ORD-49F4BF69,Standard,Urban,Toys,Digital Wallet,Success,Standard,3.1,On Time,5,No,No,119.73
CUST-422BB766,ORD-49F741B0,Standard,Rural,Clothing,Credit Card,Success,Standard,8.2,Late,4,No,No,321.8
CUST-3D39AB10,ORD-49FA47EB,Standard,Suburban,Home,Digital Wallet,Success,Standard,2.9,On Time,5,No,No,125.53
CUST-66C70E68,ORD-49FB8703,Standard,Urban,Home,Bank Transfer,Success,Standard,3.7,On Time,4,No,No,283.24
CUST-F5DE8F31,ORD-49FC7C89,Standard,Urban,Home,Digital Wallet,Success,Standard,5.3,Late,4,Yes,No,433.28
CUST-A2B1F782,ORD-49FC969C,Premium,Urban,Clothing,Digital Wallet,Success,Standard,5.1,Late,4,No,No,342.55
CUST-7769785C,ORD-49FFF8AB,VIP,Rural,Toys,Digital Wallet,Success,Express,5.8,Late,3,No,No,107.28
CUST-84F6EDBC,ORD-4A007237,Standard,Suburban,Toys,Digital Wallet,Failed,Standard,2.4,Cancelled,5,No,No,41.06
CUST-AA6DB51D,ORD-4A0213F9,Standard,Urban,Clothing,Credit Card,Success,Standard,7.2,Late,3,No,No,250.47
CUST-A4604D4D,ORD-4A052CE3,Standard,Urban,Electronics,Credit Card,Success,Standard,4.0,On Time,5,No,No,1211.42
CUST-9F8B3A0C,ORD-4A083D39,Standard,Urban,Home,Digital Wallet,Success,Standard,3.8,On Time,5,No,No,655.89
CUST-BFD5839E,ORD-4A084637,Standard,Urban,Electronics,Digital Wallet,Success,Standard,3.7,On Time,5,No,Yes,2934.19
CUST-7D425481,ORD-4A085DFC,Standard,Urban,Electronics,Credit Card,Success,Standard,2.1,On Time,5,No,No,146.91
CUST-B3D4B7E9,ORD-4A08B076,Standard,Suburban,Clothing,Bank Transfer,Success,Standard,3.3,On Time,5,No,No,157.42
CUST-40BB9740,ORD-4A08CE33,Premium,Urban,Groceries,Digital Wallet,Success,Standard,1.5,On Time,5,No,No,275.26
CUST-806DC638,ORD-4A0A27D2,Standard,Urban,Home,Credit Card,Success,Standard,4.3,On Time,5,No,No,759.35
CUST-26E9EBFB,ORD-4A0B7F2E,Standard,Rural,Electronics,Digital Wallet,Success,Standard,8.3,Late,3,No,No,1862.47
CUST-0F4723B3,ORD-4A0E3C77,Standard,Urban,Groceries,Digital Wallet,Success,Standard,3.5,On Time,4,No,No,41.13
CUST-32A54AC5,ORD-4A121FF9,Standard,Rural,Home,Credit Card,Success,Standard,5.9,Late,3,No,No,1250.55
CUST-067EB5BA,ORD-4A12BDDA,VIP,Rural,Electronics,Digital Wallet,Success,Express,5.7,Late,4,No,No,514.63
CUST-25E4C5A5,ORD-4A13E980,Standard,Rural,Groceries,Digital Wallet,Failed,Standard,4.9,Cancelled,4,No,No,148.45
CUST-475E2939,ORD-4A169D5B,Standard,Urban,Electronics,Credit Card,Success,Standard,3.0,On Time,4,No,No,330.91
CUST-3B7E1BD8,ORD-4A182BA0,Standard,Suburban,Home,Credit Card,Success,Standard,2.5,On Time,5,No,No,769.84
CUST-AC68355C,ORD-4A1C403F,Standard,Suburban,Home,Digital Wallet,Success,Standard,1.0,On Time,4,No,No,748.29
CUST-381CAB07,ORD-4A1F7EC2,Premium,Rural,Toys,Digital Wallet,Success,Express,3.8,Late,4,No,No,268.29
CUST-EFD96856,ORD-4A298CEB,VIP,Suburban,Groceries,Digital Wallet,Success,Express,1.0,On Time,4,No,No,88.88
CUST-2CF5B432,ORD-4A2C92B9,Standard,Urban,Electronics,Digital Wallet,Success,Standard,1.8,On Time,5,No,No,1576.9
CUST-C9031898,ORD-4A32C3B5,Premium,Urban,Groceries,Digital Wallet,Success,Standard,4.6,Late,5,Yes,No,343.74
CUST-11FD61DA,ORD-4A37B4A1,Standard,Suburban,Home,Credit Card,Success,Standard,2.3,On Time,5,No,No,736.05
CUST-907E1CB0,ORD-4A38D229,Standard,Urban,Electronics,Credit Card,Success,Standard,2.1,On Time,5,No,No,865.57
CUST-77FD84E2,ORD-4A3B68CE,Premium,Suburban,Clothing,Bank Transfer,Success,Express,1.3,On Time,4,No,No,724.73
CUST-C8463F1B,ORD-4A3D880F,Standard,Urban,Groceries,Credit Card,Success,Standard,2.5,On Time,5,No,No,111.27
CUST-208EEA03,ORD-4A412318,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,1.9,On Time,5,No,No,380.83
CUST-BD212261,ORD-4A45B88D,Standard,Urban,Toys,Digital Wallet,Success,Standard,4.8,Late,4,Yes,No,184.1
CUST-7FF65058,ORD-4A4BE418,Standard,Suburban,Groceries,Credit Card,Success,Standard,1.4,On Time,5,No,No,18.77
CUST-F2ECB63A,ORD-4A54CE15,Premium,Suburban,Clothing,Digital Wallet,Success,Express,2.1,On Time,5,No,No,99.24
CUST-15847894,ORD-4A556D50,Standard,Suburban,Toys,Credit Card,Success,Standard,4.1,On Time,5,No,No,68.17
CUST-8C826B6A,ORD-4A5BD072,VIP,Urban,Electronics,Bank Transfer,Success,Express,4.4,Late,4,No,No,1330.26
CUST-0D38386B,ORD-4A5DA9DB,Standard,Urban,Clothing,Credit Card,Success,Standard,3.7,On Time,4,No,No,287.17
CUST-29D5DE51,ORD-4A5E38F9,Standard,Urban,Clothing,Credit Card,Success,Standard,-13.0,Late,5,Yes,No,223.53
CUST-2260FDB0,ORD-4A60623D,Premium,Rural,Clothing,Credit Card,Success,Express,4.7,Late,4,No,No,25.79
CUST-D967275A,ORD-4A67F2CD,Standard,Urban,Clothing,Credit Card,Success,Standard,5.1,Late,5,No,No,593.49
CUST-32787553,ORD-4A6BC0A6,Standard,Suburban,Clothing,Credit Card,Success,Standard,3.8,On Time,5,No,No,162.74
CUST-F8BD58C1,ORD-4A6ECBCB,Standard,Rural,Clothing,Credit Card,Success,Standard,4.7,Late,4,No,No,264.96
CUST-EF696AA9,ORD-4A6FBF88,Standard,Urban,Home,Digital Wallet,Success,Standard,3.4,On Time,4,No,No,181.18
CUST-8DA226D4,ORD-4A71FEAA,Standard,Urban,Electronics,Digital Wallet,Success,Standard,2.6,On Time,5,No,No,1216.86
CUST-0FC866DF,ORD-4A7229D8,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.2,On Time,4,Yes,No,142.05
CUST-96C077B8,ORD-4A755776,Standard,Rural,Home,Credit Card,Success,Standard,5.5,Late,5,No,No,352.4
CUST-3041D413,ORD-4A77CA8B,VIP,Suburban,Electronics,Credit Card,Failed,Express,6.1,Cancelled,3,No,No,330.61
CUST-16BAAFD7,ORD-4A77F979,Standard,Rural,Clothing,Digital Wallet,Success,Standard,3.7,On Time,5,No,No,317.51
CUST-5687D8DF,ORD-4A782428,Standard,Urban,Clothing,Credit Card,Success,Standard,3.1,On Time,4,No,No,142.32
CUST-BE82096B,ORD-4A7899C5,Standard,Rural,Home,Digital Wallet,Success,Standard,5.5,Late,4,No,No,318.5
CUST-CB183682,ORD-4A79570C,Standard,Suburban,Clothing,Credit Card,Success,Standard,4.9,Late,4,No,No,179.05
CUST-50A0C015,ORD-4A819A62,Standard,Suburban,Groceries,Credit Card,Success,Standard,4.4,On Time,5,No,No,29.89
CUST-56233E52,ORD-4A83F038,Premium,Suburban,Clothing,Digital Wallet,Success,Standard,3.8,On Time,5,No,No,336.68
CUST-C4A8E095,ORD-4A862B29,Standard,Suburban,Toys,Digital Wallet,Success,Standard,4.2,On Time,5,No,No,317.98
CUST-2923D639,ORD-4A8898F8,Standard,Urban,Clothing,Credit Card,Success,Standard,2.0,On Time,5,No,No,464.99
CUST-F040744C,ORD-4A8A9B1E,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.5,On Time,4,No,No,530.6
CUST-0FA28CCC,ORD-4A8FDC2A,Standard,Urban,Toys,Credit Card,Success,Standard,-12.0,Late,3,No,No,59.49
CUST-B5E7C9E7,ORD-4A95DFB6,Premium,Urban,Groceries,Credit Card,Success,Standard,3.1,On Time,5,No,No,304.61
